time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
4591,-2323371.558,-3685712.493,5139125.321,5365.472525,-5331.15737,-1399.161937,3.028325388,4.80307547,-6.697712189,,8.780639908,,6737443.213
4592,-2318004.573,-3691041.247,5137722.811,5368.497151,-5326.350192,-1405.859009,3.018513835,4.807293376,-6.690970762,,8.774427909,,6737442.124
4593,-2312634.566,-3696365.191,5136313.604,5371.514782,-5321.536069,-1412.554251,3.014331362,4.81779494,-6.694679265,,8.781575719,,6737441.035
4594,-2307261.546,-3701684.317,5134897.703,5374.525414,-5316.715008,-1419.247655,3.004319414,4.821105797,-6.687049022,,8.774145022,,6737439.947
4595,-2301885.518,-3706998.619,5133475.109,5377.529042,-5311.887015,-1425.939212,3.000231658,4.830756402,-6.690209843,,8.780461558,,6737438.86
4596,-2296506.49,-3712308.089,5132045.825,5380.525663,-5307.052097,-1432.628915,2.990124992,4.834918218,-6.683127281,,8.773908587,,6737437.774
4597,-2291124.469,-3717612.72,5130609.852,5383.515272,-5302.21026,-1439.316753,2.986237632,4.845475873,-6.687176919,,8.781491148,,6737436.688
4598,-2285739.462,-3722912.507,5129167.192,5386.497867,-5297.361509,-1446.002719,2.979482894,4.852012694,-6.685283344,,8.781364295,,6737435.603
4599,-2280351.476,-3728207.441,5127717.847,5389.473443,-5292.505852,-1452.686804,2.972433042,4.858493425,-6.683048633,,8.780857337,,6737434.519
4600,-2274960.517,-3733497.516,5126261.819,5392.441995,-5287.643295,-1459.368998,2.965088076,4.864918065,-6.680472787,,8.779971056,,6737433.436
4601,-2269566.594,-3738782.725,5124799.11,5395.403522,-5282.773844,-1466.049293,2.960421053,4.877065457,-6.684935516,,8.788527928,,6737432.353
4602,-2264169.713,-3744063.062,5123329.721,5398.358017,-5277.897505,-1472.727681,2.950409105,4.880376314,-6.677305273,,8.781195395,,6737431.271
4603,-2258769.88,-3749338.518,5121853.655,5401.305478,-5273.014285,-1479.404153,2.946026235,4.889970828,-6.680124959,,8.787204035,,6737430.19
4604,-2253367.104,-3754609.088,5120370.914,5404.245901,-5268.124191,-1486.0787,2.936604515,4.893393866,-6.673176987,,8.780674274,,6737429.109
4605,-2247961.391,-3759874.764,5118881.498,5407.179281,-5263.227227,-1492.751313,2.929849777,4.899930688,-6.671283411,,8.780624284,,6737428.03
4606,-2242552.748,-3765135.54,5117385.412,5410.105616,-5258.323402,-1499.421984,2.922705207,4.907262378,-6.669596381,,8.781056068,,6737426.951
4607,-2237141.182,-3770391.409,5115882.655,5413.0249,-5253.412721,-1506.090703,2.916150864,4.914706249,-6.668591622,,8.782276903,,6737425.872
4608,-2231726.7,-3775642.363,5114373.231,5415.937131,-5248.49519,-1512.757463,2.908510785,4.921074799,-6.665674641,,8.781095067,,6737424.795
4609,-2226309.31,-3780888.397,5112857.141,5418.842305,-5243.570817,-1519.422255,2.899089064,4.924497837,-6.658726668,,8.774624618,,6737423.718
4610,-2220889.018,-3786129.503,5111334.387,5421.740418,-5238.639607,-1526.085069,2.89727846,4.938057093,-6.667148433,,8.788031552,,6737422.642
4611,-2215465.832,-3791365.674,5109804.971,5424.631465,-5233.701567,-1532.745898,2.887561625,4.941424041,-6.659859325,,8.781196383,,6737421.567
4612,-2210039.758,-3796596.904,5108268.896,5427.515444,-5228.756703,-1539.404732,2.880806887,4.947960862,-6.657965749,,8.781222747,,6737420.492
4613,-2204610.803,-3801823.185,5106726.163,5430.39235,-5223.805022,-1546.061563,2.875739072,4.958294155,-6.660650846,,8.7874243,,6737419.419
4614,-2199178.975,-3807044.511,5105176.773,5433.26218,-5218.84653,-1552.716382,2.86592752,4.962512061,-6.653909419,,8.781490595,,6737418.346
4615,-2193744.281,-3812260.876,5103620.731,5436.12493,-5213.881234,-1559.36918,2.861839764,4.972162666,-6.657070241,,8.788009593,,6737417.273
4616,-2188306.728,-3817472.272,5102058.036,5438.980596,-5208.90914,-1566.019949,2.851532703,4.975417432,-6.649098862,,8.780463146,,6737416.202
4617,-2182866.322,-3822678.692,5100488.691,5441.829174,-5203.930254,-1572.668681,2.844777965,4.981954254,-6.647205287,,8.780544856,,6737415.131
4618,-2177423.072,-3827880.13,5098912.699,5444.670661,-5198.944584,-1579.315365,2.840300377,4.992399727,-6.650572654,,8.7875752,,6737414.061
4619,-2171976.983,-3833076.579,5097330.061,5447.505054,-5193.952135,-1585.959995,2.833155807,4.999731417,-6.648885624,,8.788160565,,6737412.992
4620,-2166528.064,-3838268.032,5095740.78,5450.332347,-5188.952915,-1592.60256,2.826011237,5.007063107,-6.647198595,,8.788758139,,6737411.924
4621,-2161076.321,-3843454.482,5094144.857,5453.152538,-5183.946929,-1599.243053,2.816094007,5.009523005,-6.63902067,,8.78079163,,6737410.856
4622,-2155621.761,-3848635.923,5092542.294,5455.965624,-5178.934184,-1605.881465,2.807652346,5.012263355,-6.632548422,,8.774758926,,6737409.789
4623,-2150164.392,-3853812.348,5090933.095,5458.771599,-5173.914687,-1612.517787,2.802584531,5.022596648,-6.635233519,,8.781075161,,6737408.723
4624,-2144704.22,-3858983.751,5089317.26,5461.570462,-5168.888444,-1619.152011,2.793162811,5.026019686,-6.628285546,,8.774782143,,6737407.658
4625,-2139241.253,-3864150.123,5087694.791,5464.362207,-5163.855461,-1625.784127,2.788295391,5.037260028,-6.63185946,,8.782376653,,6737406.593
4626,-2133775.498,-3869311.459,5086065.692,5467.146831,-5158.815746,-1632.414127,2.780655312,5.043628578,-6.628942478,,8.781407152,,6737405.529
4627,-2128306.962,-3874467.752,5084429.964,5469.924331,-5153.769305,-1639.042003,2.773995292,5.04931444,-6.626501221,,8.780725746,,6737404.466
4628,-2122835.652,-3879618.996,5082787.609,5472.694704,-5148.716144,-1645.667746,2.767145836,5.05670222,-6.625155327,,8.781800301,,6737403.404
4629,-2117361.575,-3884765.182,5081138.629,5475.457944,-5143.656271,-1652.291347,2.759505757,5.06307077,-6.622238345,,8.780865467,,6737402.343
4630,-2111884.739,-3889906.306,5079483.027,5478.21405,-5138.58969,-1658.912798,2.753046132,5.069663682,-6.620685905,,8.781471102,,6737401.282
4631,-2106405.149,-3895042.359,5077820.804,5480.963017,-5133.516411,-1665.53209,2.745996281,5.076144413,-6.618451194,,8.781323014,,6737400.222
4632,-2100922.815,-3900173.336,5076151.963,5483.704841,-5128.436437,-1672.149214,2.738946429,5.082625144,-6.616216483,,8.781185936,,6737399.163
4633,-2095437.742,-3905299.23,5074476.506,5486.43952,-5123.349778,-1678.764161,2.732898555,5.093641123,-6.618425855,,8.78734745,,6737398.105
4634,-2089949.938,-3910420.034,5072794.436,5489.167049,-5118.256438,-1685.376924,2.723866666,5.096269293,-6.611271337,,8.780678733,,6737397.047
4635,-2084459.41,-3915535.741,5071105.753,5491.887425,-5113.156425,-1691.987493,2.71701721,5.103657073,-6.609925442,,8.781834227,,6737395.99
4636,-2078966.166,-3920646.344,5069410.461,5494.600644,-5108.049745,-1698.59586,2.710969336,5.114673053,-6.612134814,,8.788035161,,6737394.934
4637,-2073470.212,-3925751.838,5067708.562,5497.306703,-5102.936406,-1705.202017,2.700345242,5.112653792,-6.599853942,,8.774347001,,6737393.879
4638,-2067971.555,-3930852.215,5066000.058,5500.005599,-5097.816413,-1711.805954,2.694887595,5.123781953,-6.602745585,,8.781333038,,6737392.825
4639,-2062470.203,-3935947.469,5064284.951,5502.697327,-5092.689773,-1718.407663,2.688227575,5.129467816,-6.600304328,,8.780775865,,6737391.771
4640,-2056966.163,-3941037.592,5062563.244,5505.381884,-5087.556493,-1725.007135,2.680787892,5.136743415,-6.598276163,,8.781230265,,6737390.718
4641,-2051459.441,-3946122.579,5060834.938,5508.059268,-5082.41658,-1731.604362,2.671165775,5.139259403,-6.590439374,,8.773881978,,6737389.666
4642,-2045950.046,-3951202.423,5059100.036,5510.729473,-5077.27004,-1738.199335,2.668670225,5.153557438,-6.598726549,,8.787727073,,6737388.615
4643,-2040437.985,-3956277.117,5057358.54,5513.392498,-5072.116881,-1744.792046,2.661620373,5.160038169,-6.596491838,,8.787714236,,6737387.565
4644,-2034923.264,-3961346.655,5055610.452,5516.048337,-5066.957108,-1751.382486,2.652588485,5.162666338,-6.58933732,,8.781156854,,6737386.515
4645,-2029405.891,-3966411.029,5053855.775,5518.696988,-5061.790728,-1757.970646,2.644558573,5.169829757,-6.586626884,,8.780915867,,6737385.466
4646,-2023885.872,-3971470.234,5052094.512,5521.338448,-5056.617749,-1764.556518,2.638488781,5.1756278,-6.584867898,,8.781186219,,6737384.418
4647,-2018363.216,-3976524.263,5050326.663,5523.972713,-5051.438177,-1771.140094,2.633031134,5.186755961,-6.58775954,,8.788280043,,6737383.371
4648,-2012837.929,-3981573.108,5048552.232,5526.599779,-5046.252018,-1777.721364,2.625391055,5.193124511,-6.584842559,,8.787569169,,6737382.325
4649,-2007310.019,-3986616.764,5046771.221,5529.219643,-5041.05928,-1784.300319,2.616359166,5.19575268,-6.57768804,,8.781068338,,6737381.279
4650,-2001779.492,-3991655.225,5044983.632,5531.832302,-5035.85997,-1790.876953,2.609899542,5.202345592,-6.5761356,,8.78188674,,6737380.234
4651,-1996246.357,-3996688.482,5043189.468,5534.437752,-5030.654093,-1797.451255,2.602649295,5.207919273,-6.573012073,,8.780700098,,6737379.19
4652,-1990710.619,-4001716.531,5041388.731,5537.03599,-5025.441657,-1804.023218,2.592247515,5.212024999,-6.565588375,,8.774502976,,6737378.147
4653,-1985172.287,-4006739.363,5039581.422,5539.627012,-5020.222668,-1810.592832,2.587769927,5.222470472,-6.568955743,,8.781909279,,6737377.105
4654,-1979631.368,-4011756.974,5037767.546,5542.210815,-5014.997134,-1817.16009,2.577557584,5.224874279,-6.560436683,,8.773963973,,6737376.063
4655,-1974087.868,-4016769.355,5035947.103,5544.787396,-5009.765061,-1823.724982,2.573079996,5.235319753,-6.56380405,,8.781391529,,6737375.022
4656,-1968541.795,-4021776.502,5034120.097,5547.356751,-5004.526457,-1830.2875,2.564048108,5.237947922,-6.556649532,,8.774969756,,6737373.982
4657,-1962993.157,-4026778.406,5032286.529,5549.918877,-4999.281327,-1836.847635,2.56096233,5.252133776,-6.564254436,,8.788223572,,6737372.943
4658,-1957441.96,-4031775.062,5030446.402,5552.473771,-4994.029678,-1843.40538,2.550749986,5.254537583,-6.555735376,,8.780327843,,6737371.905
4659,-1951888.212,-4036766.463,5028599.719,5555.021429,-4988.771518,-1849.960725,2.546472794,5.265890106,-6.55999156,,8.789062042,,6737370.867
4660,-1946331.919,-4041752.603,5026746.481,5557.561847,-4983.506854,-1856.513662,2.536850678,5.268406094,-6.552154771,,8.78193864,,6737369.831
4661,-1940773.09,-4046733.475,5024886.692,5560.095024,-4978.235691,-1863.064182,2.529600431,5.273979775,-6.549031244,,8.780862784,,6737368.795
4662,-1935211.732,-4051709.072,5023020.354,5562.620954,-4972.958038,-1869.612277,2.522750975,5.281367556,-6.547685349,,8.782328801,,6737367.76
4663,-1929647.851,-4056679.389,5021147.469,5565.139636,-4967.6739,-1876.157938,2.515110895,5.287736106,-6.544768368,,8.781795313,,6737366.725
4664,-1924081.455,-4061644.418,5019268.039,5567.651065,-4962.383286,-1882.701157,2.507860648,5.293309787,-6.54164484,,8.780752288,,6737365.692
4665,-1918512.551,-4066604.153,5017382.067,5570.155239,-4957.086201,-1889.241925,2.500420964,5.300585386,-6.539616675,,8.781508794,,6737364.66
4666,-1912941.147,-4071558.588,5015489.556,5572.652154,-4951.782653,-1895.780233,2.49535315,5.310918678,-6.542301772,,8.788307973,,6737363.628
4667,-1907367.249,-4076507.716,5013590.507,5575.141807,-4946.472648,-1902.316074,2.483748997,5.309582105,-6.529545175,,8.77471546,,6737362.597
4668,-1901790.866,-4081451.531,5011684.925,5577.624194,-4941.156194,-1908.849438,2.479071014,5.319120529,-6.532023726,,8.781011915,,6737361.567
4669,-1896212.003,-4086390.027,5009772.809,5580.099313,-4935.833297,-1915.380317,2.470039125,5.321748698,-6.524869208,,8.774737641,,6737360.538
4670,-1890630.669,-4091323.196,5007854.165,5582.56716,-4930.503964,-1921.908703,2.465772892,5.33571019,-6.53110957,,8.78665075,,6737359.509
4671,-1885046.871,-4096251.032,5005928.993,5585.027732,-4925.168203,-1928.434586,2.454758967,5.334485798,-6.519035244,,8.77384755,,6737358.482
4672,-1879460.616,-4101173.53,5003997.296,5587.481025,-4919.82602,-1934.95796,2.451283357,5.34946652,-6.526846695,,8.787793234,,6737357.455
4673,-1873871.912,-4106090.682,5002059.078,5589.927037,-4914.477422,-1941.478814,2.442251468,5.352094689,-6.519692176,,8.781565684,,6737356.429
4674,-1868280.765,-4111002.483,5000114.34,5592.365764,-4909.122416,-1947.997141,2.435201616,5.35857542,-6.517457465,,8.781901232,,6737355.404
4675,-1862687.183,-4115908.925,4998163.084,5594.797204,-4903.761009,-1954.512931,2.427561537,5.36494397,-6.514540484,,8.781509923,,6737354.38
4676,-1857091.173,-4120810.003,4996205.315,5597.221352,-4898.393208,-1961.026177,2.42031129,5.370517651,-6.511416956,,8.780598918,,6737353.356
4677,-1851492.742,-4125705.709,4994241.033,5599.638206,-4893.019021,-1967.536871,2.412871606,5.37779325,-6.509388791,,8.781500559,,6737352.334
4678,-1845891.899,-4130596.039,4992270.242,5602.047763,-4887.638453,-1974.045002,2.406211586,5.383479113,-6.506947534,,8.781347719,,6737351.312
4679,-1840288.649,-4135480.984,4990292.944,5604.45002,-4882.251512,-1980.550564,2.397591448,5.39053035,-6.503554828,,8.780802219,,6737350.291
4680,-1834683.001,-4140360.539,4988309.141,5606.844972,-4876.858206,-1987.053547,2.390541596,5.397011081,-6.501320117,,8.781206124,,6737349.271
4681,-1829074.962,-4145234.698,4986318.837,5609.232618,-4871.458541,-1993.553944,2.384471804,5.402809124,-6.499561131,,8.781819123,,6737348.252
4682,-1823464.538,-4150103.454,4984322.034,5611.612954,-4866.052523,-2000.051745,2.37425946,5.405212931,-6.491042071,,8.774227145,,6737347.234
4683,-1817851.738,-4154966.801,4982318.735,5613.985977,-4860.640162,-2006.546942,2.369781873,5.415658404,-6.494409439,,8.781946028,,6737346.216
4684,-1812236.569,-4159824.733,4980308.941,5616.351683,-4855.221462,-2013.039526,2.359959361,5.417267343,-6.485683833,,8.773841145,,6737345.2
4685,-1806619.037,-4164677.242,4978292.657,5618.710071,-4849.796431,-2019.52949,2.354501714,5.428395504,-6.488575476,,8.781387576,,6737344.184
4686,-1800999.151,-4169524.323,4976269.883,5621.061136,-4844.365077,-2026.016824,2.345859657,5.430228804,-6.481214411,,8.774769663,,6737343.169
4687,-1795376.918,-4174365.97,4974240.624,5623.404876,-4838.927407,-2032.501521,2.339221556,5.441132603,-6.482741512,,8.780878032,,6737342.155
4688,-1789752.344,-4179202.176,4972204.881,5625.741288,-4833.483427,-2038.983572,2.332561536,5.446818465,-6.480300256,,8.780829466,,6737341.142
4689,-1784125.437,-4184032.935,4970162.658,5628.070367,-4828.033144,-2045.462967,2.325511684,5.453299196,-6.478065545,,8.781333038,,6737340.129
4690,-1778496.206,-4188858.24,4968113.956,5630.392113,-4822.576567,-2051.9397,2.317871605,5.459667746,-6.475148563,,8.781118926,,6737339.118
4691,-1772864.656,-4193678.086,4966058.779,5632.706521,-4817.113701,-2058.413761,2.311211585,5.465353608,-6.472707306,,8.781100667,,6737338.107
4692,-1767230.795,-4198492.466,4963997.129,5635.013588,-4811.644554,-2064.885143,2.303571506,5.471722158,-6.469790325,,8.780909514,,6737337.098
4693,-1761594.631,-4203301.373,4961929.01,5637.313312,-4806.169133,-2071.353835,2.295931427,5.478090707,-6.466873343,,8.780730593,,6737336.089
4694,-1755956.171,-4208104.802,4959854.423,5639.605689,-4800.687446,-2077.819831,2.288491743,5.485366307,-6.464845178,,8.781837004,,6737335.081
4695,-1750315.422,-4212902.746,4957773.371,5641.890716,-4795.199498,-2084.283122,2.281241496,5.490939988,-6.461721651,,8.781134972,,6737334.074
4696,-1744672.392,-4217695.199,4955685.857,5644.168391,-4789.705299,-2090.743698,2.274581476,5.49662585,-6.459280394,,8.781168478,,6737333.067
4697,-1739027.088,-4222482.154,4953591.884,5646.43871,-4784.204854,-2097.201553,2.26495936,5.499141838,-6.451443605,,8.774492945,,6737332.062
4698,-1733379.517,-4227263.606,4951491.455,5648.701671,-4778.69817,-2103.656677,2.258911486,5.510157818,-6.453652977,,8.781466678,,6737331.057
4699,-1727729.687,-4232039.549,4949384.572,5650.95727,-4773.185256,-2110.109062,2.251271406,5.516526368,-6.450735995,,8.78135986,,6737330.054
4700,-1722077.605,-4236809.975,4947271.238,5653.205505,-4767.666118,-2116.558699,2.244811782,5.52311928,-6.449183555,,8.782710006,,6737329.051
4701,-1716423.278,-4241574.879,4945151.456,5655.446373,-4762.140763,-2123.005581,2.234788875,5.523821168,-6.439569133,,8.773535902,,6737328.049
4702,-1710766.715,-4246334.254,4943025.228,5657.67987,-4756.609199,-2129.449699,2.231703097,5.538007022,-6.447174037,,8.787267696,,6737327.048
4703,-1705107.921,-4251088.095,4940892.557,5659.905994,-4751.071433,-2135.891043,2.222671208,5.540635191,-6.440019519,,8.781386965,,6737326.048
4704,-1699446.905,-4255836.395,4938753.447,5662.124742,-4745.527471,-2142.329607,2.215031129,5.547003741,-6.437102537,,8.781338308,,6737325.049
4705,-1693783.674,-4260579.148,4936607.899,5664.336111,-4739.977322,-2148.765381,2.208371109,5.552689603,-6.43466128,,8.781465173,,6737324.05
4706,-1688118.235,-4265316.348,4934455.917,5666.540098,-4734.420993,-2155.198358,2.201343176,5.564388271,-6.436394927,,8.788373471,,6737323.053
4707,-1682450.596,-4270047.988,4932297.503,5668.7367,-4728.85849,-2161.628528,2.193090951,5.565426703,-6.428827317,,8.781426022,,6737322.056
4708,-1676780.764,-4274774.063,4930132.661,5670.925914,-4723.289821,-2168.055884,2.186842681,5.575535633,-6.430147872,,8.787245312,,6737321.06
4709,-1671108.747,-4279494.565,4927961.392,5673.107738,-4717.714993,-2174.480416,2.177220565,5.578051621,-6.422311083,,8.780719158,,6737320.065
4710,-1665434.551,-4284209.49,4925783.701,5675.282169,-4712.134013,-2180.902118,2.17036015,5.582830433,-6.41898101,,8.779622773,,6737319.071
4711,-1659758.185,-4288918.831,4923599.589,5677.449203,-4706.546889,-2187.320979,2.162920466,5.590106033,-6.416952845,,8.780933562,,6737318.078
4712,-1654079.655,-4293622.582,4921409.06,5679.608838,-4700.953629,-2193.736992,2.155280387,5.596474582,-6.414035863,,8.780980432,,6737317.086
4713,-1648398.97,-4298320.737,4919212.116,5681.761072,-4695.354238,-2200.150149,2.148230535,5.602955313,-6.411801153,,8.781753623,,6737316.095
4714,-1642716.136,-4303013.289,4917008.76,5683.9059,-4689.748725,-2206.560441,2.139388083,5.603881564,-6.403551272,,8.774163142,,6737315.104
4715,-1637031.16,-4307700.232,4914798.996,5686.043321,-4684.137097,-2212.96786,2.135322245,5.618750105,-6.410680451,,8.787876745,,6737314.115
4716,-1631344.051,-4312381.561,4912582.826,5688.173332,-4678.519362,-2219.372397,2.125087984,5.615935976,-6.398193033,,8.774486305,,6737313.126
4717,-1625654.816,-4317057.269,4910360.252,5690.29593,-4672.895525,-2225.774045,2.120042087,5.631487205,-6.404846488,,8.788076304,,6737312.138
4718,-1619963.462,-4321727.35,4908131.278,5692.411112,-4667.265596,-2232.172794,2.110809803,5.633208324,-6.396803153,,8.781095867,,6737311.151
4719,-1614269.996,-4326391.798,4905895.908,5694.518876,-4661.629581,-2238.568636,2.104149783,5.638894187,-6.394361896,,8.781368801,,6737310.165
4720,-1608574.427,-4331050.607,4903654.142,5696.619218,-4655.987487,-2244.961563,2.098881573,5.648320429,-6.396158176,,8.787472159,,6737309.18
4721,-1602876.761,-4335703.771,4901405.985,5698.712136,-4650.339322,-2251.351568,2.089259457,5.650836417,-6.388321387,,8.78109375,,6737308.196
4722,-1597177.005,-4340351.284,4899151.44,5700.797627,-4644.685093,-2257.73864,2.082009209,5.656410098,-6.38519786,,8.780688427,,6737307.213
4723,-1591475.168,-4344993.139,4896890.509,5702.875688,-4639.024808,-2264.122773,2.075961335,5.667426078,-6.387407232,,8.787963641,,6737306.231
4724,-1585771.256,-4349629.331,4894623.195,5704.946318,-4633.358474,-2270.503957,2.067319278,5.669259379,-6.380046167,,8.781759505,,6737305.249
4725,-1580065.278,-4354259.854,4892349.502,5707.009512,-4627.686098,-2276.882184,2.058498744,5.675403566,-6.375764644,,8.780546539,,6737304.269
4726,-1574357.24,-4358884.701,4890069.432,5709.065268,-4622.007688,-2283.257447,2.051448892,5.681884297,-6.373529933,,8.781465455,,6737303.289
4727,-1568647.15,-4363503.867,4887782.988,5711.113585,-4616.323252,-2289.629737,2.0435865,5.682127861,-6.365755777,,8.774147789,,6737302.31
4728,-1562935.015,-4368117.346,4885490.174,5713.154458,-4610.632795,-2295.999044,2.037148793,5.693938709,-6.368171695,,8.782056933,,6737301.332
4729,-1557220.843,-4372725.131,4883190.991,5715.187885,-4604.936327,-2302.365362,2.027326282,5.695547647,-6.359446089,,8.774501092,,6737300.356
4730,-1551504.642,-4377327.216,4880885.444,5717.213864,-4599.233854,-2308.728682,2.023650276,5.70962132,-6.366368723,,8.787808986,,6737299.38
4731,-1545786.418,-4381923.597,4878573.535,5719.232392,-4593.525384,-2315.088996,2.013416015,5.706807191,-6.353881305,,8.774582611,,6737298.404
4732,-1540066.179,-4386514.265,4876255.267,5721.243467,-4587.810924,-2321.446294,2.006777913,5.717710989,-6.355408406,,8.781263722,,6737297.43
4733,-1534343.933,-4391099.216,4873930.643,5723.247085,-4582.090482,-2327.80057,1.997935461,5.71863724,-6.347158526,,8.773880518,,6737296.457
4734,-1528619.688,-4395678.444,4871599.667,5725.243244,-4576.364065,-2334.151814,1.992277418,5.728858351,-6.349161352,,8.78070824,,6737295.485
4735,-1522893.449,-4400251.943,4869262.341,5727.231942,-4570.63168,-2340.500019,1.986229544,5.739874331,-6.351370723,,8.788126945,,6737294.513
4736,-1517165.226,-4404819.706,4866918.668,5729.213175,-4564.893336,-2346.845175,1.977977319,5.740912763,-6.343803113,,8.781475478,,6737293.543
4737,-1511435.026,-4409381.727,4864568.651,5731.186942,-4559.149039,-2353.187276,1.969947408,5.748076182,-6.341092678,,8.782398814,,6737292.573
4738,-1505702.855,-4413938.002,4862212.294,5733.15324,-4553.398797,-2359.526312,1.962496766,5.752742813,-6.337080334,,8.780890079,,6737291.604
4739,-1499968.722,-4418488.523,4859849.6,5735.112066,-4547.642618,-2365.862275,1.955246518,5.758316494,-6.333956806,,8.780672333,,6737290.637
4740,-1494232.633,-4423033.285,4857480.571,5737.063417,-4541.880509,-2372.195158,1.947606439,5.764685044,-6.331039825,,8.781049468,,6737289.67
4741,-1488494.597,-4427572.282,4855105.21,5739.007291,-4536.112477,-2378.524951,1.940556587,5.771165774,-6.328805114,,8.782134617,,6737288.704
4742,-1482754.621,-4432105.508,4852723.522,5740.943686,-4530.338531,-2384.851646,1.93053368,5.771867663,-6.319190691,,8.773459272,,6737287.739
4743,-1477012.712,-4436632.957,4850335.508,5742.872599,-4524.558677,-2391.175236,1.924875638,5.782088774,-6.321193517,,8.780386341,,6737286.775
4744,-1471268.878,-4441154.623,4847941.172,5744.794027,-4518.772923,-2397.495712,1.917825786,5.788569505,-6.318958807,,8.78150517,,6737285.812
4745,-1465523.127,-4445670.501,4845540.518,5746.707968,-4512.981276,-2403.813066,1.910185707,5.794938055,-6.316041825,,8.781941746,,6737284.85
4746,-1459775.465,-4450180.584,4843133.547,5748.61442,-4507.183745,-2410.127289,1.900753027,5.795752124,-6.307109673,,8.774009186,,6737283.889
4747,-1454025.9,-4454684.866,4840720.264,5750.513379,-4501.380337,-2416.438373,1.895094985,5.805973236,-6.309112499,,8.780980056,,6737282.928
4748,-1448274.441,-4459183.343,4838300.672,5752.404844,-4495.571059,-2422.746311,1.885862701,5.807694355,-6.301069164,,8.774352652,,6737281.969
4749,-1442521.093,-4463676.007,4835874.773,5754.288812,-4489.755919,-2429.051093,1.880204658,5.817915466,-6.30307199,,8.781345367,,6737281.01
4750,-1436765.866,-4468162.853,4833442.57,5756.165281,-4483.934924,-2435.352712,1.872364184,5.823376966,-6.299266192,,8.780559292,,6737280.053
4751,-1431008.765,-4472643.875,4831004.068,5758.034247,-4478.108083,-2441.651159,1.865314332,5.829857697,-6.297031481,,8.781756305,,6737279.096
4752,-1425249.8,-4477119.067,4828559.269,5759.895709,-4472.275402,-2447.946427,1.857473857,5.835319197,-6.293225683,,8.780993609,,6737278.141
4753,-1419488.976,-4481588.423,4826108.176,5761.749665,-4466.436889,-2454.238506,1.851425983,5.846335177,-6.295435055,,8.788624221,,6737277.186
4754,-1413726.303,-4486051.939,4823650.793,5763.596111,-4460.592552,-2460.52739,1.842973363,5.846466559,-6.286978628,,8.78087822,,6737276.232
4755,-1407961.787,-4490509.607,4821187.123,5765.435045,-4454.742399,-2466.813068,1.834743056,5.852722927,-6.283379376,,8.780746217,,6737275.279
4756,-1402195.435,-4494961.421,4818717.168,5767.266466,-4448.886436,-2473.095534,1.829085014,5.862944039,-6.285382202,,8.787815099,,6737274.328
4757,-1396427.256,-4499407.377,4816240.933,5769.09037,-4443.024672,-2479.37478,1.81985273,5.864665158,-6.277338867,,8.781295157,,6737273.377
4758,-1390657.257,-4503847.469,4813758.42,5770.906755,-4437.157115,-2485.650796,1.812602482,5.870238839,-6.27421534,,8.781287486,,6737272.427
4759,-1384885.445,-4508281.69,4811269.632,5772.715619,-4431.283772,-2491.923575,1.803370198,5.871959959,-6.266172005,,8.774791702,,6737271.478
4760,-1379111.828,-4512710.034,4808774.574,5774.516959,-4425.40465,-2498.193108,1.797121928,5.882068889,-6.26749256,,8.781221135,,6737270.53
4761,-1373336.414,-4517132.497,4806273.247,5776.310774,-4419.519758,-2504.459388,1.788079081,5.88208809,-6.258353863,,8.772866132,,6737269.583
4762,-1367559.209,-4521549.072,4803765.656,5778.09706,-4413.629102,-2510.722407,1.783623411,5.8977515,-6.265689588,,8.787698859,,6737268.636
4763,-1361780.222,-4525959.753,4801251.803,5779.875815,-4407.732692,-2516.982155,1.773778982,5.894142502,-6.252995624,,8.774232843,,6737267.691
4764,-1355999.46,-4530364.536,4798731.693,5781.647038,-4401.830533,-2523.238625,1.76714088,5.9050463,-6.254522725,,8.78131045,,6737266.747
4765,-1350216.931,-4534763.413,4796205.327,5783.410725,-4395.922635,-2529.491809,1.76048086,5.910732163,-6.252081469,,8.782059568,,6737265.804
4766,-1344432.641,-4539156.379,4793672.71,5785.166875,-4390.009004,-2535.741699,1.752050158,5.916081481,-6.2475934,,8.780781465,,6737264.861
4767,-1338646.599,-4543543.429,4791133.845,5786.915485,-4384.089649,-2541.988286,1.746002284,5.927097461,-6.249802772,,8.78857457,,6737263.92
4768,-1332858.813,-4547924.556,4788588.735,5788.656553,-4378.164577,-2548.231562,1.737549663,5.927228843,-6.241346345,,8.780975162,,6737262.979
4769,-1327069.289,-4552299.756,4786037.383,5790.390076,-4372.233796,-2554.47152,1.730911562,5.938132642,-6.242873446,,8.788113732,,6737262.04
4770,-1321278.035,-4556669.022,4783479.793,5792.116053,-4366.297313,-2560.70815,1.722659337,5.939171074,-6.235305836,,8.781819123,,6737261.102
4771,-1315485.059,-4561032.349,4780915.968,5793.834481,-4360.355137,-2566.941445,1.714228635,5.944520393,-6.230817767,,8.7806032,,6737260.164
4772,-1309690.369,-4565389.73,4778345.911,5795.545357,-4354.407274,-2573.171398,1.707178783,5.951001124,-6.228583056,,8.782033971,,6737259.227
