time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
864,5242226.49,-2555888.174,-3373266.333,4.209521345,6133.098125,-4642.543115,-6.833042384,3.331477673,4.39694307,,8.781931454,,6737390.347
865,5242227.283,-2549753.412,-3377906.676,-2.622996797,6136.425374,-4638.143505,-6.832685267,3.322851979,4.403104953,,8.781472909,,6737391.399
866,5242221.244,-2543615.326,-3382542.618,-9.455508316,6139.744624,-4633.737851,-6.832517672,3.315928977,4.408170977,,8.781267225,,6737392.453
867,5242208.372,-2537473.925,-3387174.15,-16.28800431,6143.055869,-4629.32616,-6.832550565,3.308098513,4.414126221,,8.781330952,,6737393.507
868,5242188.668,-2531329.217,-3391801.268,-23.12047586,6146.359107,-4624.908438,-6.832783944,3.299360587,4.420970685,,8.781668321,,6737394.562
869,5242162.131,-2525181.21,-3396423.965,-29.95291407,6149.654332,-4620.48469,-6.832816836,3.291530123,4.426925929,,8.781755499,,6737395.617
870,5242128.762,-2519029.911,-3401042.235,-36.78531002,6152.94154,-4616.054921,-6.832459719,3.282904429,4.433087813,,8.781357233,,6737396.674
871,5242088.561,-2512875.33,-3405656.073,-43.61765482,6156.220727,-4611.619138,-6.832492611,3.275073965,4.439043057,,8.781467305,,6737397.731
872,5242041.527,-2506717.473,-3410265.472,-50.44993954,6159.491889,-4607.177347,-6.831935008,3.267355733,4.44431572,,8.780825226,,6737398.789
873,5241987.661,-2500556.348,-3414870.425,-57.2821553,6162.755022,-4602.729553,-6.831577891,3.258730039,4.450477604,,8.780462906,,6737399.848
874,5241926.963,-2494391.965,-3419470.929,-64.11429317,6166.01012,-4598.275763,-6.832000792,3.251694805,4.456226208,,8.781099359,,6737400.908
875,5241859.432,-2488224.331,-3424066.975,-70.94634425,6169.257181,-4593.815981,-6.831643675,3.243069111,4.462388092,,8.78076079,,6737401.968
876,5241785.07,-2482053.454,-3428658.559,-77.77829964,6172.496199,-4589.350214,-6.832657073,3.235921645,4.468819277,,8.782182946,,6737403.029
877,5241703.876,-2475879.341,-3433245.673,-84.61015043,6175.727171,-4584.878467,-6.832299956,3.227295951,4.474981161,,8.781868721,,6737404.091
878,5241615.85,-2469702.002,-3437828.314,-91.44188771,6178.950092,-4580.400747,-6.832923344,3.219353255,4.481618986,,8.782823324,,6737405.154
879,5241520.992,-2463521.444,-3442406.473,-98.27350257,6182.164958,-4575.917059,-6.83236574,3.211635023,4.486891649,,8.782255849,,6737406.217
880,5241419.303,-2457337.675,-3446980.146,-105.1049861,6185.371765,-4571.427409,-6.832008624,3.203009329,4.493053532,,8.781978173,,6737407.282
881,5241310.782,-2451150.703,-3451549.326,-111.9363294,6188.570509,-4566.931803,-6.831651507,3.194383635,4.499215416,,8.7817133,,6737408.347
882,5241195.43,-2444960.536,-3456114.007,-118.7675236,6191.761186,-4562.430247,-6.830113398,3.185982405,4.504012138,,8.779923591,,6737409.413
883,5241073.247,-2438767.183,-3460674.184,-125.5985597,6194.943791,-4557.922747,-6.82857529,3.177581175,4.50880886,,8.778144448,,6737410.479
884,5240944.233,-2432570.651,-3465229.851,-132.4294289,6198.11832,-4553.409308,-6.831360174,3.170097013,4.517287788,,8.781963668,,6737411.547
885,5240808.388,-2426370.949,-3469781.001,-139.2601223,6201.284769,-4548.889936,-6.830802571,3.162378781,4.522560451,,8.781460946,,6737412.615
886,5240665.713,-2420168.085,-3474327.629,-146.0906309,6204.443135,-4544.364638,-6.831130711,3.154492201,4.528856986,,8.782124654,,6737413.684
887,5240516.207,-2413962.066,-3478869.728,-152.9209458,6207.593412,-4539.83342,-6.830868355,3.146717853,4.534470939,,8.782028378,,6737414.753
888,5240359.871,-2407752.9,-3483407.294,-159.7510582,6210.735598,-4535.296286,-6.830215991,3.138148275,4.540291532,,8.781461853,,6737415.824
889,5240196.705,-2401540.597,-3487940.319,-166.5809591,6213.869687,-4530.753244,-6.829563626,3.129578697,4.546112126,,8.780907561,,6737416.895
890,5240026.709,-2395325.164,-3492468.798,-173.4106396,6216.995676,-4526.204298,-6.826749764,3.120550585,4.550091616,,8.777566976,,6737417.967
891,5239849.884,-2389106.608,-3496992.725,-180.2400909,6220.11356,-4521.649456,-6.827963648,3.112495657,4.557412022,,8.779448794,,6737419.04
892,5239666.229,-2382884.939,-3501512.095,-187.069304,6223.223336,-4517.088722,-6.830052312,3.106882535,4.563771218,,8.782388138,,6737420.113
893,5239475.745,-2376660.165,-3506026.901,-193.89827,6226.324999,-4512.522104,-6.829600434,3.097405495,4.570481032,,8.782178531,,6737421.187
894,5239278.433,-2370432.292,-3510537.137,-200.72698,6229.418546,-4507.949606,-6.828062325,3.089004265,4.575277754,,8.780520998,,6737422.262
895,5239074.292,-2364201.33,-3515042.798,-207.5554251,6232.503973,-4503.371235,-6.827599483,3.08213738,4.580002487,,8.780211176,,6737423.338
896,5238863.322,-2357967.287,-3519543.878,-214.3835964,6235.581275,-4498.786996,-6.82812811,3.073343337,4.587188242,,8.781290834,,6737424.414
897,5238645.524,-2351730.17,-3524040.37,-221.2114851,6238.650448,-4494.196897,-6.827475745,3.064773759,4.593008835,,8.78083102,,6737425.492
898,5238420.899,-2345489.989,-3528532.27,-228.0390822,6241.711488,-4489.600942,-6.826918141,3.057055527,4.598281498,,8.780466533,,6737426.57
899,5238189.446,-2339246.75,-3533019.57,-234.8663787,6244.764393,-4484.999138,-6.827836777,3.049056715,4.605260614,,8.782057118,,6737427.648
900,5237951.166,-2333000.463,-3537502.266,-241.6933659,6247.809156,-4480.39149,-6.827184413,3.040487137,4.611081207,,8.781633045,,6737428.728
901,5237706.06,-2326751.134,-3541980.351,-248.5200348,6250.845775,-4475.778006,-6.827217305,3.032656673,4.617036451,,8.782079948,,6737429.808
902,5237454.126,-2320498.774,-3546453.82,-255.3463765,6253.874246,-4471.15869,-6.826954949,3.024882325,4.622650404,,8.782148013,,6737430.889
903,5237195.367,-2314243.389,-3550922.667,-262.1723821,6256.894564,-4466.533549,-6.826007337,3.016368864,4.628129707,,8.78136902,,6737431.971
904,5236929.782,-2307984.987,-3555386.885,-268.9980427,6259.906726,-4461.902589,-6.826040229,3.0085384,4.634084951,,8.781848999,,6737433.053
905,5236657.371,-2301723.578,-3559846.47,-275.8233495,6262.910728,-4457.265815,-6.82254111,2.998771174,4.637929791,,8.777817981,,6737434.136
906,5236378.135,-2295459.169,-3564301.415,-282.6482934,6265.906566,-4452.623235,-6.823849755,2.991567592,4.644702266,,8.779957932,,6737435.22
907,5236092.075,-2289191.768,-3568751.714,-289.4728657,6268.894236,-4447.974853,-6.825158401,2.98436401,4.651474742,,8.782108688,,6737436.305
908,5235799.19,-2282921.383,-3573197.363,-296.2970574,6271.873733,-4443.320677,-6.824506036,2.975794432,4.657295335,,8.781778577,,6737437.39
909,5235499.481,-2276648.023,-3577638.354,-303.1208596,6274.845055,-4438.660712,-6.824538928,2.967963968,4.663250579,,8.782314482,,6737438.476
910,5235192.948,-2270371.695,-3582074.682,-309.9442634,6277.808198,-4433.994963,-6.823496554,2.95859916,4.669277812,,8.781547102,,6737439.563
911,5234879.592,-2264092.409,-3586506.342,-316.76726,6280.763157,-4429.323439,-6.823234199,2.950824812,4.674891766,,8.781714242,,6737440.651
912,5234559.414,-2257810.172,-3590933.327,-323.5898405,6283.709928,-4424.646143,-6.822971843,2.943050464,4.680505719,,8.781891857,,6737441.739
913,5234232.413,-2251524.992,-3595355.632,-330.4119958,6286.648508,-4419.963083,-6.821138486,2.93470535,4.684961151,,8.780050497,,6737442.828
914,5233898.59,-2245236.878,-3599773.251,-337.2337173,6289.578894,-4415.274265,-6.82078137,2.926079656,4.691123035,,8.780184279,,6737443.918
915,5233557.945,-2238945.837,-3604186.179,-344.0549959,6292.50108,-4410.579694,-6.821700006,2.918080844,4.69810215,,8.781967353,,6737445.008
916,5233210.48,-2232651.878,-3608594.409,-350.8758227,6295.415064,-4405.879377,-6.820752393,2.909567382,4.703581453,,8.781339536,,6737446.1
917,5232856.194,-2226355.01,-3612997.936,-357.696189,6298.320841,-4401.173321,-6.820395276,2.900941688,4.709743337,,8.781511071,,6737447.191
918,5232495.088,-2220055.239,-3617396.754,-364.5160857,6301.218408,-4396.46153,-6.819837672,2.893223456,4.715016,,8.781361154,,6737448.284
919,5232127.162,-2213752.575,-3621790.857,-371.335504,6304.107762,-4391.744011,-6.818689573,2.885617456,4.719606082,,8.78043263,,6737449.377
920,5231752.417,-2207447.026,-3626180.24,-378.154435,6306.988897,-4387.020771,-6.818037208,2.877047878,4.725426675,,8.78024448,,6737450.472
921,5231370.853,-2201138.6,-3630564.896,-384.9728699,6309.861811,-4382.291816,-6.816109091,2.867851419,4.730430037,,8.778432846,,6737451.566
922,5230982.471,-2194827.306,-3634944.821,-391.7907997,6312.7265,-4377.557151,-6.818008232,2.860535604,4.737885094,,8.781540602,,6737452.662
923,5230587.272,-2188513.15,-3639320.009,-398.6082155,6315.58296,-4372.816783,-6.817745876,2.852761256,4.743499047,,8.781838579,,6737453.758
924,5230185.255,-2182196.142,-3643690.453,-405.4251085,6318.431187,-4368.070719,-6.815817758,2.843564797,4.748502409,,8.780063074,,6737454.855
925,5229776.422,-2175876.291,-3648056.148,-412.2414697,6321.271178,-4363.318963,-6.816441146,2.8356221,4.755140234,,8.781570545,,6737455.953
926,5229360.772,-2169553.603,-3652417.089,-419.0572903,6324.102929,-4358.561523,-6.816474039,2.827791636,4.761095478,,8.782297763,,6737457.051
927,5228938.307,-2163228.087,-3656773.27,-425.8725615,6326.926436,-4353.798405,-6.815916435,2.820073405,4.766368141,,8.782243228,,6737458.15
928,5228509.027,-2156899.753,-3661124.684,-432.6872742,6329.741696,-4349.029615,-6.81330306,2.810137831,4.771236852,,8.77967393,,6737459.25
929,5228072.933,-2150568.607,-3665471.327,-439.5014197,6332.548705,-4344.255159,-6.812745457,2.802419599,4.776509515,,8.779641189,,6737460.35
930,5227630.025,-2144234.658,-3669813.192,-446.314989,6335.347458,-4339.475043,-6.813758854,2.795272133,4.7829407,,8.781650059,,6737461.452
931,5227180.303,-2137897.915,-3674150.275,-453.1279733,6338.137954,-4334.689274,-6.811830736,2.786075673,4.787944062,,8.779958085,,6737462.553
932,5226723.769,-2131558.385,-3678482.569,-459.9403637,6340.920188,-4329.897858,-6.812844134,2.778928207,4.794375247,,8.781988452,,6737463.656
933,5226260.423,-2125216.077,-3682810.069,-466.7521513,6343.694156,-4325.100801,-6.811896521,2.770414745,4.79985455,,8.781556569,,6737464.759
934,5225790.265,-2118870.999,-3687132.769,-473.5633272,6346.459854,-4320.298109,-6.811244156,2.761845167,4.805675143,,8.781534562,,6737465.863
935,5225313.296,-2112523.16,-3691450.663,-480.3738825,6349.21728,-4315.489789,-6.809706047,2.753443937,4.810471865,,8.780329694,,6737466.968
936,5224829.517,-2106172.567,-3695763.747,-487.1838084,6351.96643,-4310.675847,-6.808663673,2.744079129,4.816499098,,8.779893783,,6737468.073
937,5224338.929,-2099819.23,-3700072.013,-493.9930961,6354.707299,-4305.856289,-6.807810822,2.736417014,4.821430471,,8.779547713,,6737469.179
938,5223841.531,-2093463.156,-3704375.457,-500.8017365,6357.439885,-4301.031122,-6.808339449,2.727622971,4.828616226,,8.781170069,,6737470.286
939,5223337.326,-2087104.353,-3708674.073,-507.6097209,6360.164184,-4296.200351,-6.807781845,2.719904739,4.833888889,,8.781244629,,6737471.394
940,5222826.312,-2080742.83,-3712967.856,-514.4170403,6362.880193,-4291.363983,-6.807909499,2.712925622,4.839296203,,8.782162883,,6737472.502
941,5222308.492,-2074378.595,-3717256.8,-521.2236859,6365.587907,-4286.522025,-6.805686133,2.703785278,4.843958274,,8.780190791,,6737473.611
942,5221783.865,-2068011.657,-3721540.898,-528.0296489,6368.287323,-4281.674483,-6.806604769,2.695786466,4.850937389,,8.782296209,,6737474.72
943,5221252.433,-2061642.023,-3725820.147,-534.8349203,6370.978439,-4276.821362,-6.804086156,2.686702238,4.85525817,,8.779948134,,6737475.83
944,5220714.195,-2055269.703,-3730094.539,-541.6394913,6373.661249,-4271.96267,-6.8038238,2.67892789,4.860872124,,8.780475542,,6737476.941
945,5220169.154,-2048894.704,-3734364.07,-548.443353,6376.335751,-4267.098413,-6.804541949,2.67183654,4.866962018,,8.782244641,,6737478.053
946,5219617.309,-2042517.034,-3738628.734,-555.2464965,6379.001942,-4262.228597,-6.803499575,2.662471732,4.872989251,,8.781935233,,6737479.165
947,5219058.661,-2036136.703,-3742888.525,-562.048913,6381.659818,-4257.353228,-6.802551963,2.65395827,4.878468554,,8.781666308,,6737480.278
948,5218493.211,-2029753.717,-3747143.439,-568.8505936,6384.309375,-4252.472312,-6.802289607,2.646183922,4.884082508,,8.782237482,,6737481.391
949,5217920.96,-2023368.087,-3751393.468,-575.6515294,6386.950609,-4247.585857,-6.801637242,2.637614344,4.889903101,,8.782393236,,6737482.506
950,5217341.909,-2016979.819,-3755638.609,-582.4517117,6389.583519,-4242.693869,-6.800784391,2.629952229,4.894834474,,8.782182051,,6737483.621
951,5216756.057,-2010588.922,-3759878.854,-589.2511314,6392.208099,-4237.796353,-6.798171016,2.620016655,4.899703185,,8.779903629,,6737484.736
952,5216163.407,-2004195.405,-3764114.199,-596.0497798,6394.824348,-4232.893317,-6.798794404,2.612073959,4.90634101,,8.781726358,,6737485.853
